Country;Year;Series;Capital city;Value
Turkey;2015;Capital city population(as a percentage of total population);Ankara;5.9
Turkey;2015;Capital city population(as a percentage of total urban population);Ankara;8.0
Turkey;2018;Urban population(percent);;75.1
Turkey;2018;Capital city population(thousands) ;Ankara;4919
Turkmenistan;2005;Urban population(percent);;47.1
Turkmenistan;2005;Urban population(percent growth rate per annum);;1.5
Turkmenistan;2005;Rural population(percent growth rate per annum);;0.6
Turkmenistan;2005;Capital city population(thousands) ;Ashgabat;592
Turkmenistan;2005;Capital city population(as a percentage of total population);Ashgabat;12.4
Turkmenistan;2005;Capital city population(as a percentage of total urban population);Ashgabat;26.4
Turkmenistan;2010;Urban population(percent);;48.5
Turkmenistan;2010;Urban population(percent growth rate per annum);;2.0
Turkmenistan;2010;Rural population(percent growth rate per annum);;0.8
Turkmenistan;2010;Capital city population(thousands) ;Ashgabat;668
Turkmenistan;2010;Capital city population(as a percentage of total population);Ashgabat;13.1
Turkmenistan;2010;Capital city population(as a percentage of total urban population);Ashgabat;27.1
Turkmenistan;2015;Urban population(percent);;50.3
Turkmenistan;2015;Urban population(percent growth rate per annum);;2.5
Turkmenistan;2015;Rural population(percent growth rate per annum);;1.1
Turkmenistan;2015;Capital city population(thousands) ;Ashgabat;753
Turkmenistan;2015;Capital city population(as a percentage of total population);Ashgabat;13.5
Turkmenistan;2015;Capital city population(as a percentage of total urban population);Ashgabat;26.9
Turkmenistan;2018;Urban population(percent);;51.6
Turkmenistan;2018;Capital city population(thousands) ;Ashgabat;810
Turks and Caicos Islands;2001;Urban population(percent);;85.4
Turks and Caicos Islands;2001;Capital city population(thousands) ;Cockburn Town;0
Turks and Caicos Islands;2005;Urban population(percent);;87.7
Turks and Caicos Islands;2005;Urban population(percent growth rate per annum);;7.5
Turks and Caicos Islands;2005;Rural population(percent growth rate per annum);;2.1
Turks and Caicos Islands;2010;Urban population(percent);;90.2
Turks and Caicos Islands;2010;Urban population(percent growth rate per annum);;3.7
Turks and Caicos Islands;2010;Rural population(percent growth rate per annum);;-1.4
Turks and Caicos Islands;2015;Urban population(percent);;92.2
Turks and Caicos Islands;2015;Urban population(percent growth rate per annum);;2.5
Turks and Caicos Islands;2015;Rural population(percent growth rate per annum);;-2.4
Turks and Caicos Islands;2018;Urban population(percent);;93.1
Tuvalu;2005;Urban population(percent);;49.7
Tuvalu;2005;Urban population(percent growth rate per annum);;2.8
Tuvalu;2005;Rural population(percent growth rate per annum);;-0.2
Tuvalu;2010;Urban population(percent);;54.8
Tuvalu;2010;Urban population(percent growth rate per annum);;2.9
Tuvalu;2010;Rural population(percent growth rate per annum);;-1.2
Tuvalu;2015;Urban population(percent);;59.7
Tuvalu;2015;Urban population(percent growth rate per annum);;2.6
Tuvalu;2015;Rural population(percent growth rate per annum);;-1.4
Tuvalu;2018;Urban population(percent);;62.4
Tuvalu;2018;Capital city population(thousands) ;Funafuti;7
Uganda;2005;Urban population(percent);;17.0
Uganda;2005;Urban population(percent growth rate per annum);;6.2
Uganda;2005;Rural population(percent growth rate per annum);;2.9
Uganda;2005;Capital city population(thousands) ;Kampala;1576
Uganda;2005;Capital city population(as a percentage of total population);Kampala;5.5
Uganda;2005;Capital city population(as a percentage of total urban population);Kampala;32.6
Uganda;2010;Urban population(percent);;19.4
Uganda;2010;Urban population(percent growth rate per annum);;6.1
Uganda;2010;Rural population(percent growth rate per annum);;2.9
Uganda;2010;Capital city population(thousands) ;Kampala;2016
Uganda;2010;Capital city population(as a percentage of total population);Kampala;5.9
Uganda;2010;Capital city population(as a percentage of total urban population);Kampala;30.7
Uganda;2015;Urban population(percent);;22.1
Uganda;2015;Urban population(percent growth rate per annum);;6.0
Uganda;2015;Rural population(percent growth rate per annum);;2.7
Uganda;2015;Capital city population(thousands) ;Kampala;2577
Uganda;2015;Capital city population(as a percentage of total population);Kampala;6.4
Uganda;2015;Capital city population(as a percentage of total urban population);Kampala;29.1
Uganda;2018;Urban population(percent);;23.8
Uganda;2018;Capital city population(thousands) ;Kampala;2986
Ukraine;2005;Urban population(percent);;67.8
Ukraine;2005;Urban population(percent growth rate per annum);;-0.6
Ukraine;2005;Rural population(percent growth rate per annum);;-1.2
Ukraine;2005;Capital city population(thousands) ;Kyiv;2673
Ukraine;2005;Capital city population(as a percentage of total population);Kyiv;5.7
Ukraine;2005;Capital city population(as a percentage of total urban population);Kyiv;8.4
Ukraine;2010;Urban population(percent);;68.6
Ukraine;2010;Urban population(percent growth rate per annum);;-0.2
Ukraine;2010;Rural population(percent growth rate per annum);;-1.0
Ukraine;2010;Capital city population(thousands) ;Kyiv;2795
Ukraine;2010;Capital city population(as a percentage of total population);Kyiv;6.1
Ukraine;2010;Capital city population(as a percentage of total urban population);Kyiv;8.9
Ukraine;2015;Urban population(percent);;69.1
Ukraine;2015;Urban population(percent growth rate per annum);;-0.4
Ukraine;2015;Rural population(percent growth rate per annum);;-0.8
Ukraine;2015;Capital city population(thousands) ;Kyiv;2895
Ukraine;2015;Capital city population(as a percentage of total population);Kyiv;6.5
Ukraine;2015;Capital city population(as a percentage of total urban population);Kyiv;9.4
Ukraine;2018;Urban population(percent);;69.4
Ukraine;2018;Capital city population(thousands) ;Kyiv;2957
United Arab Emirates;2005;Urban population(percent);;82.3
United Arab Emirates;2005;Urban population(percent growth rate per annum);;8.0
United Arab Emirates;2005;Rural population(percent growth rate per annum);;5.3
United Arab Emirates;2005;Capital city population(thousands) ;Abu Dhabi;655
United Arab Emirates;2005;Capital city population(as a percentage of total population);Abu Dhabi;14.3
United Arab Emirates;2005;Capital city population(as a percentage of total urban population);Abu Dhabi;17.4
United Arab Emirates;2010;Urban population(percent);;84.1
United Arab Emirates;2010;Urban population(percent growth rate per annum);;12.3
United Arab Emirates;2010;Rural population(percent growth rate per annum);;9.7
United Arab Emirates;2010;Capital city population(thousands) ;Abu Dhabi;912
United Arab Emirates;2010;Capital city population(as a percentage of total population);Abu Dhabi;11.0
United Arab Emirates;2010;Capital city population(as a percentage of total urban population);Abu Dhabi;13.1
United Arab Emirates;2015;Urban population(percent);;85.7
United Arab Emirates;2015;Urban population(percent growth rate per annum);;2.4
United Arab Emirates;2015;Rural population(percent growth rate per annum);;-0.1
United Arab Emirates;2015;Capital city population(thousands) ;Abu Dhabi;1203
United Arab Emirates;2015;Capital city population(as a percentage of total population);Abu Dhabi;13.1
United Arab Emirates;2015;Capital city population(as a percentage of total urban population);Abu Dhabi;15.3
United Arab Emirates;2018;Urban population(percent);;86.5
United Arab Emirates;2018;Capital city population(thousands) ;Abu Dhabi;1420
United Kingdom;2005;Urban population(percent);;79.9
United Kingdom;2005;Urban population(percent growth rate per annum);;0.8
United Kingdom;2005;Rural population(percent growth rate per annum);;-0.8
United Kingdom;2005;Capital city population(thousands) ;London;7501
United Kingdom;2005;Capital city population(as a percentage of total population);London;12.4
United Kingdom;2005;Capital city population(as a percentage of total urban population);London;15.6
United Kingdom;2010;Urban population(percent);;81.3
United Kingdom;2010;Urban population(percent growth rate per annum);;1.3
United Kingdom;2010;Rural population(percent growth rate per annum);;-0.5
United Kingdom;2010;Capital city population(thousands) ;London;8044
United Kingdom;2010;Capital city population(as a percentage of total population);London;12.7
United Kingdom;2010;Capital city population(as a percentage of total urban population);London;15.6
United Kingdom;2015;Urban population(percent);;82.6
United Kingdom;2015;Urban population(percent growth rate per annum);;1.0
United Kingdom;2015;Rural population(percent growth rate per annum);;-0.8
United Kingdom;2015;Capital city population(thousands) ;London;8661
United Kingdom;2015;Capital city population(as a percentage of total population);London;13.2
United Kingdom;2015;Capital city population(as a percentage of total urban population);London;16.0
United Kingdom;2018;Urban population(percent);;83.4
United Kingdom;2018;Capital city population(thousands) ;London;9046
United Rep. of Tanzania;2005;Urban population(percent);;24.8
United Rep. of Tanzania;2005;Urban population(percent growth rate per annum);;5.0
United Rep. of Tanzania;2005;Rural population(percent growth rate per annum);;2.2
United Rep. of Tanzania;2010;Urban population(percent);;28.1
United Rep. of Tanzania;2010;Urban population(percent growth rate per annum);;5.6
United Rep. of Tanzania;2010;Rural population(percent growth rate per annum);;2.2
United Rep. of Tanzania;2015;Urban population(percent);;31.6
United Rep. of Tanzania;2015;Urban population(percent growth rate per annum);;5.5
United Rep. of Tanzania;2015;Rural population(percent growth rate per annum);;2.1
United Rep. of Tanzania;2018;Urban population(percent);;33.8
United Rep. of Tanzania;2018;Capital city population(thousands) ;Dodoma;262
United States of America;2005;Urban population(percent);;79.9
United States of America;2005;Urban population(percent growth rate per annum);;1.1
United States of America;2005;Rural population(percent growth rate per annum);;0.1
United States of America;2005;Capital city population(thousands) ;Washington D.C.;4264
United States of America;2005;Capital city population(as a percentage of total population);Washington D.C.;1.4
United States of America;2005;Capital city population(as a percentage of total urban population);Washington D.C.;1.8
United States of America;2010;Urban population(percent);;80.8
United States of America;2010;Urban population(percent growth rate per annum);;1.1
United States of America;2010;Rural population(percent growth rate per annum);;0.0
United States of America;2010;Capital city population(thousands) ;Washington D.C.;4604
United States of America;2010;Capital city population(as a percentage of total population);Washington D.C.;1.5
United States of America;2010;Capital city population(as a percentage of total urban population);Washington D.C.;1.8
United States of America;2015;Urban population(percent);;81.7
United States of America;2015;Urban population(percent growth rate per annum);;0.9
United States of America;2015;Rural population(percent growth rate per annum);;-0.2
United States of America;2015;Capital city population(thousands) ;Washington D.C.;4972
United States of America;2015;Capital city population(as a percentage of total population);Washington D.C.;1.6
United States of America;2015;Capital city population(as a percentage of total urban population);Washington D.C.;1.9
United States of America;2018;Urban population(percent);;82.3
United States of America;2018;Capital city population(thousands) ;Washington D.C.;5207
United States Virgin Islands;2005;Urban population(percent);;93.7
United States Virgin Islands;2005;Urban population(percent growth rate per annum);;0.1
United States Virgin Islands;2005;Rural population(percent growth rate per annum);;-3.3
United States Virgin Islands;2010;Urban population(percent);;94.6
